date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:01:20	120791/120791	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/fPTmtQtLjDG7sRnOOv7PhwyrdeHDfWAX7EwVOmX_BaWW6or2YJUw4zd5sJlEPs6coemvgrL2zEC3WS6uYeKQy8jfE_yDx0DFE8A1=w500	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-21.png	(from https://www.youtube.com/trends/)
21:01:20	41909/41909	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:19%20GMT	https://www.youtube.com/trends/articles/egoland-rust-january-views/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/articles/egoland-rust-january-views/index.html	(from https://www.youtube.com/trends/)
21:01:20	42216/42216	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:20%20GMT	https://www.youtube.com/trends/articles/yoga-for-word-cloud/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/articles/yoga-for-word-cloud/index.html	(from https://www.youtube.com/trends/)
21:01:21	306608/306608	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/VPR45bzc5xR0zsZof61smDForubT2ciV-BpFII5zIDZ6XqXoYUq_JmwMkwDt4dyCUx7aVUZnX474kKx8MmTv2lxCHwMSDUMAvGuUGVoUKvXA9auh2g=w500	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-22.png	(from https://www.youtube.com/trends/)
21:01:21	41313/41313	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:21%20GMT	https://www.youtube.com/trends/articles/pro-wrestling-100-million/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/articles/pro-wrestling-100-million/index.html	(from https://www.youtube.com/trends/)
21:01:21	41038/41038	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:21%20GMT	https://www.youtube.com/trends/articles/upcycling-2021/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/articles/upcycling-2021/index.html	(from https://www.youtube.com/trends/)
21:01:23	980/980	---MC-	200	added ('OK')	text/javascript	date:Sat,%2025%20Jun%202022%2015:31:21%20GMT	https://www.youtube.com/iframe_api	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/iframe_api	(from https://www.youtube.com/trends/)
21:01:23	87047/87047	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:21%20GMT	https://www.youtube.com/trends/records/?record=most-subscribed-artists	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/records/index6a4c.html	(from https://www.youtube.com/trends/)
21:01:24	87047/87047	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:22%20GMT	https://www.youtube.com/trends/records/?record=most-viewed-music-videos	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/records/index0553.html	(from https://www.youtube.com/trends/)
21:01:24	87047/87047	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:22%20GMT	https://www.youtube.com/trends/records/?record=top-24-hour-music-debuts	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/records/indexdd87.html	(from https://www.youtube.com/trends/)
21:01:25	20660/20660	---M--	200	added ('OK')	text/javascript	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/external_hosted/mustache/mustache.js	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.gstatic.com/external_hosted/mustache/mustache.js	(from https://www.youtube.com/trends/)
21:01:25	87047/87047	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:24%20GMT	https://www.youtube.com/trends/records/?record=fastest-to-one-billion-views	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/records/index9c53.html	(from https://www.youtube.com/trends/)
21:01:27	301213/301213	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:25%20GMT	https://www.youtube.com/watch?v=[[%20id%20]]	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/watchc422.html	(from https://www.youtube.com/trends/)
21:01:28	234430/234430	---M--	200	added ('OK')	text/javascript	date:Sat,%2025%20Jun%202022%2015:31:26%20GMT	https://www.youtube.com/trends/static/compiled/index.min.js?cache=e7c8167	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/trends/static/compiled/index.mind233.js	(from https://www.youtube.com/trends/)
21:01:28	2016/2016	---MC-	200	added ('OK')	text/css	date:Sat,%2025%20Jun%202022%2015:31:27%20GMT	https://fonts.googleapis.com/earlyaccess/notokufiarabic.css	C:/Users/Lenovo/Desktop/project/new%20project/childit/fonts.googleapis.com/earlyaccess/notokufiarabic.css	(from https://www.youtube.com/kids/)
21:01:28	108948/108948	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2005:18:00%20GMT	https://www.youtube.com/intl/ALL_in/kids/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/intl/ALL_in/kids/index.html	(from https://www.youtube.com/kids/)
21:01:28	237253/237253	---M--	200	added ('OK')	text/css	date:Fri,%2003%20Dec%202021%2005:18:00%20GMT	https://www.youtube.com/kids/static/css/index.min.css?cache=fd7805e	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/kids/static/css/index.min4406.css	(from https://www.youtube.com/kids/)
21:01:29	14517/14517	---M--	200	added ('OK')	text/javascript	date:Tue,%2026%20Nov%202019%2005:15:00%20GMT	https://www.youtube.com/kids/static/js/detect.min.js?cache=09bf521	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/kids/static/js/detect.min17f8.js	(from https://www.youtube.com/kids/)
21:01:29	14977/14977	---M--	200	added ('OK')	image/svg+xml	etag:%222d8af9f12f52e4e3c1c8f5254bb14728%22	https://kstatic.googleusercontent.com/files/036abc78be4c80a28e419ea31ff22a8805f39e0843676b839f0dc079fb05702b3c246fce0cd47e76364fcb421768cbaa1fcef88a27c2c09ec0b478a697a97cc9	C:/Users/Lenovo/Desktop/project/new%20project/childit/kstatic.googleusercontent.com/files/logo_kids_2.svg	(from https://www.youtube.com/kids/)
21:01:30	4576/4576	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/l9upTkGIxJdsHY5lzEqutR9HKZ4mfDEa8E-OnOXC_0TZyfZ9SYIY5pd0rt7460e7EMwXe01yTM2O2ZFFeXNLXquNc0N9DnZonnw_ZQ=s150	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-23.png	(from https://www.youtube.com/kids/)
21:01:31	85272/85272	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2005:18:00%20GMT	https://www.youtube.com/kids/familyfriendly-videos/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/kids/familyfriendly-videos/index.html	(from https://www.youtube.com/kids/)
21:01:31	117879/117879	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2005:18:00%20GMT	https://www.youtube.com/kids/safer-experience/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/kids/safer-experience/index.html	(from https://www.youtube.com/kids/)
21:01:31	140204/140204	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2005:18:00%20GMT	https://www.youtube.com/kids/parent-resources/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/kids/parent-resources/index.html	(from https://www.youtube.com/kids/)
21:01:31	10804/10804	---M--	200	added ('OK')	image/svg+xml	etag:%222928664fe1fc6aca88583a6f606d60ba%22	https://kstatic.googleusercontent.com/files/0ca53eceaa778f13f7d957bd62a250ccb24e578b963dc960410285d0502f88817224b7ae5b645f0a2a7203d8b175f30611dffd14979da19450d50872babc8bfa	C:/Users/Lenovo/Desktop/project/new%20project/childit/kstatic.googleusercontent.com/files/Download_on_the_App_Store_Badge_US-UK_RGB_blk_092917.svg	(from https://www.youtube.com/kids/)
21:01:31	65489/65489	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2005:18:00%20GMT	https://www.youtube.com/kids/fun-everyscreen/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/kids/fun-everyscreen/index.html	(from https://www.youtube.com/kids/)
21:01:32	4005/4005	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/vDr-CPL-xCvmB4WqP3A3BNmLY9GUXAhrteU2s0AF1MFf-NTMcoy-Rbf6CicQS6ia_tTRnZxFUNTB2OMmIV20uavIVxErqvbInh4brw=v1-s50-flinblur=10:Matte=1	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-24.png	(from https://www.youtube.com/kids/)
21:01:33	613/613	---M--	200	added ('OK')	image/jpeg	etag:%22v1%22	https://lh3.googleusercontent.com/WuHrM5Vecyfb35baGt1wWnJ3NPHBvbMn9R6f2gtXl1GEujnaoGtQD9X04bg4yte0IBH9NvNRfgssk4exnKFOq4O7-EqwFSX2UmX0Qw=v1-s50-flinblur=10:Matte=1	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-14.jpg	(from https://www.youtube.com/kids/)
21:01:33	2666/2666	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/rZSSWKnVTXO6tUh_2Jfz_JSbalcZ6xWFrZ4hYSgXxysMrnamZjCtI_yF813DOubrVfCfBfadwMn0kK0z6Wrwv5FPhmN8f18ChUoqTq0=v1-s50-flinblur=10:Matte=1	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-25.png	(from https://www.youtube.com/kids/)
21:01:34	796/796	---M--	200	added ('OK')	image/jpeg	etag:%22v1%22	https://lh3.googleusercontent.com/xAFd7OGcCy72voTEW14ywITC3mJUs-q1f6xOQmJw6oan8O2f-kFWgPdY1QilY7ZROmbjU7pg0fFoIu7xrJtTJ1OzHBQbMiKqFHlvmsHds52x93NVv5w=v1-s50-flinblur=10:Matte=1	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-15.jpg	(from https://www.youtube.com/kids/)
21:01:34	593/593	---M--	200	added ('OK')	image/jpeg	etag:%22v1%22	https://lh3.googleusercontent.com/2s4TJTR4PX-jBsCBi7TaDOZNZkS2CxFcRyHTwBwkoUG0tFIk4gofNc7RjXdInay8cvzen4Y0iiOlgII-jhWdTJwjVym4ODHeUOp1=v1-s50-flinblur=10:Matte=1	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-16.jpg	(from https://www.youtube.com/kids/)
21:01:35	2486/2486	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/geHWNJpKNXGRzSlNSjTGNZf6UqkVzypykUYLMyQDDFp2um76cQ0wzywfDBVpE__eq4UyHVCWChA-XBkZ3Fn9UjFQPnLLFaMGHmLT=v1-s50-flinblur=10:Matte=1	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-26.png	(from https://www.youtube.com/kids/)
21:01:35	70176/70176	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/pVhEWlXl9lp2dZLHjHehzy0S3L3zK5GvVWNYhbEXikJOp0qrOdOtUM2ggT9YmxaFmGZwiw_Ps0avmQKBLWjp9srgzX1mGZFYXrxm	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-27.png	(from https://www.youtube.com/kids/)
21:01:36	71106/71106	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/kMwL96kaakMRHfXs7anafcJ4peFWWttBPLukZuTZZ3lSQUg2Y2O2Y7-ii5Uq-_IL4RjJmCDvLa7lYVg3s_KaX2RXHNJZd4T8Sb3KkaY	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-28.png	(from https://www.youtube.com/kids/)
21:01:36	68587/68587	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/Cfs9-BzbjXgNqO7gC2RZAENU2-tTJFrgAHyOkGmHrzk83ewkSIXMZrvceBnFcYOSL4dZrCj8-hI2qMj2iq377eYiJbpnkN3SWkmrhA	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-29.png	(from https://www.youtube.com/kids/)
21:01:37	51605/51605	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/DFwAI_FbPZX6MocxlYFq_Nxet_51JppPL5ebrXuiFovrvJ6Spq3O5Cpx18OBiSefeqcNx2SIUYjzJZaBtpXF_-KSdSeMdrR3aYfEyQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-30.png	(from https://www.youtube.com/kids/)
21:01:37	93223/93223	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/bs8zHnSfF8aKyXsN4TyPqmvqG5SFhySSVaBtBMqDsb2ILRpmGkAvBsbVfNsN-keUizGSV2qTU6-DInLC_tV_mfdDhYXeA9SEQXR_Ow	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-31.png	(from https://www.youtube.com/kids/)
21:01:38	257/257	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jun%202022%2015:07:13%20GMT	https://gstatic.com/external_hosted/animejs/anime.min.js	C:/Users/Lenovo/Desktop/project/new%20project/childit/gstatic.com/external_hosted/animejs/anime.min.1d7.delayed	(from https://www.youtube.com/kids/)
21:01:39	18407/18407	---M--	200	added ('OK')	text/javascript	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/external_hosted/animejs/anime.min.js	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.gstatic.com/external_hosted/animejs/anime.min.js	(from https://www.youtube.com/kids/)
21:01:39	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/t/privacy.1da.delayed	(from https://www.youtube.com/musicpremium)
21:01:41	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/t/privacy.1db.delayed	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:42	0/0	---M--	302	error ('Found')	application/binary	date:Sat,%2025%20Jun%202022%2015:31:41%20GMT	https://m.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/m.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ.1dc.delayed	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:42	1611360/1611360	---M--	200	added ('OK')	text/javascript	date:Mon,%2004%20Apr%202022%2005:18:00%20GMT	https://www.youtube.com/kids/static/js/index.min.js?cache=113be80	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/kids/static/js/index.min17b4.js	(from https://www.youtube.com/kids/)
21:01:46	1386320/1386320	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:42%20GMT	https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ?app=desktop	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ01d8.html	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:46	22610/22610	---M-Z	200	added ('OK')	text/xml	date:Sat,%2025%20Jun%202022%2015:31:44%20GMT	https://www.youtube.com/feeds/videos.xml?channel_id=UCqVDpXKLmKeBU_yyt_QkItQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/feeds/videos3f6a.xml	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:47	28243/28243	---M--	200	added ('OK')	image/jpeg	etag:%22v35c%22	https://yt3.ggpht.com/ytc/AKedOLRpbx-bUcn5apkdJrmoUIaLSSaOZLcJmS2tkceagA=s900-c-k-c0x00ffffff-no-rj	C:/Users/Lenovo/Desktop/project/new%20project/childit/yt3.ggpht.com/ytc/unnamed-4.jpg	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:48	0/0	---M--	303	error ('See%20Other')	application/binary	date:Sat,%2025%20Jun%202022%2015:31:47%20GMT	https://www.youtube.com/channel/android-app://com.google.android.youtube/http/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/channel/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ.1e0.delayed	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:48	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jun%202022%2015:31:48%20GMT	https://www.youtube.com/channel/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/channel/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ.1e1.delayed	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:49	0/0	---M--	303	error ('See%20Other')	application/binary	date:Sat,%2025%20Jun%202022%2015:31:49%20GMT	https://www.youtube.com/channel/ios-app://544007664/vnd.youtube/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/channel/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ.1e2.delayed	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:50	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jun%202022%2015:31:49%20GMT	https://www.youtube.com/channel/ios-app:/544007664/vnd.youtube/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/channel/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ.1e3.delayed	(from https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ)
21:01:53	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/t/privacy.1e4.delayed	(from https://www.youtube.com/premium/)
21:01:56	318439/318439	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:53%20GMT	https://www.youtube.com/premium	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/premium.html	(from https://www.youtube.com/premium/)
21:01:56	724/724	---MC-	200	added ('OK')	text/css	date:Sat,%2025%20Jun%202022%2015:31:55%20GMT	https://fonts.googleapis.com/css?family=Roboto:300,400,500,700&subset=latin-ext	C:/Users/Lenovo/Desktop/project/new%20project/childit/fonts.googleapis.com/css42b2.css	(from https://www.youtube.com/yt/family/)
21:01:56	61367/61367	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:31:56%20GMT	https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/index.html	(from https://www.youtube.com/ads/youtube-select/)
21:01:57	324/324	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/youtube/img/branding/favicon/favicon_48x48.png	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.gstatic.com/youtube/img/branding/favicon/favicon_48x48.png	(from https://www.youtube.com/yt/family/)
21:01:57	445/445	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/youtube/img/branding/favicon/favicon_72x72.png	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.gstatic.com/youtube/img/branding/favicon/favicon_72x72.png	(from https://www.youtube.com/yt/family/)
21:01:58	542/542	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/youtube/img/branding/favicon/favicon_96x96.png	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.gstatic.com/youtube/img/branding/favicon/favicon_96x96.png	(from https://www.youtube.com/yt/family/)
21:01:58	729/729	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/youtube/img/branding/favicon/favicon_144x144.png	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.gstatic.com/youtube/img/branding/favicon/favicon_144x144.png	(from https://www.youtube.com/yt/family/)
21:01:59	153412/153412	---M--	200	added ('OK')	text/css	date:Thu,%2005%20Nov%202020%2005:15:00%20GMT	https://www.youtube.com/yt/family/static/css/index.min.css?cache=389e897	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/yt/family/static/css/index.min7f2f.css	(from https://www.youtube.com/yt/family/)
21:01:59	7199/7199	---M--	200	added ('OK')	image/svg+xml	etag:%226aa00967d4a82f2b67298212e9bfe370%22	https://kstatic.googleusercontent.com/files/9f6ac350a84e514d3cf58dc6b9748c21caf68bfc7b20e1a9d7dbcd86d3c7b0c22c10b6144ba3ab21b8d9c39fe54aaad00a4cc60b5106a3494b91e73c01828ae6	C:/Users/Lenovo/Desktop/project/new%20project/childit/kstatic.googleusercontent.com/files/yt_family.svg	(from https://www.youtube.com/yt/family/)
21:02:00	321/321	---M--	302	error ('Found')	text/html	date:Sat,%2025%20Jun%202022%2015:32:00%20GMT	https://www.youtube.com/yt/family/media/pdfs/creating-for-youtube-kids-fieldguide.pdf	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/yt/family/media/pdfs/creating-for-youtube-kids-fieldguide.1ed.delayed	(from https://www.youtube.com/yt/family/)
21:02:01	36355/36355	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/QnHykIrD4fsgwt9id4eeTaGZJM72QzAm12bR5NsGG32LgEtIbWrbcMTWQr72-SenfIhD7SwmxX09TDG_OZ3FEwNq0LcaKJIk3LV7	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-32.png	(from https://www.youtube.com/yt/family/)
21:02:02	38531/38531	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/iAMbgLv3Aj2BjrvotMcDxV32cfqBAN4bUQaICgayQ6QpZ_AABJBojCYroeRe3xqNJoUlz9wWhJtrCAchSwYZBSkH0v3hfCO02UrA	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-33.png	(from https://www.youtube.com/yt/family/)
21:02:02	58286/58286	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/9IhF5b89T8xJV-qn0BSiGFNoZLKfvmXwS3nAZNW_MaGcopR3pvp3FsJXL5WM3UPC7lvOvrgDZXGet8MWrJ8_kR25X34ORig9F_vesw	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-34.png	(from https://www.youtube.com/yt/family/)
21:02:03	42766/42766	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/1-7_8jKbNfg8twUKjaiw6_r7h1is8Uy9B_DOBGA-eHZY3-K7sQkchRNpyJCpGFt68ojxYePhmBtIqD6qYzz8Ce-bMDrtn66qzmfCcg	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-35.png	(from https://www.youtube.com/yt/family/)
21:02:03	40425/40425	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/lBfGo9Gz4WJVOHDIrZQbJDRkh95RoCXhjs_uKvvmvL7T7r8kEs4gAeLpB0yh7dhi0eNjYQi6a5WRxzE87_u9K7vyDnBwee_mZqRS	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-36.png	(from https://www.youtube.com/yt/family/)
21:02:04	35270/35270	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/P6TwqWEUg6RRkaw5lqEEomsPHS_0j-J_Fh1w1WBh7ONwyB7wxfX23G0zRkWeKmsOqTDG5QWRaeruH70fOYIGgw7Tibj-zhDHiPx01Vs	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-37.png	(from https://www.youtube.com/yt/family/)
21:02:10	69502/69502	---M--	200	added ('OK')	text/javascript	date:Thu,%2005%20Nov%202020%2005:15:00%20GMT	https://www.youtube.com/yt/family/static/js/index.min.js?cache=33775b4	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/yt/family/static/js/index.min6426.js	(from https://www.youtube.com/yt/family/)
21:02:24	74734/74734	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:32:05%20GMT	https://www.youtube.com/creators/research/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/creators/research/index.html	(from https://www.youtube.com/creatorresearch/)
21:02:24	136786/136786	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jun%202022%2015:32:05%20GMT	https://www.youtube.com/howyoutubeworks/resources/brand-resources/	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/howyoutubeworks/resources/brand-resources/index.html	(from https://www.youtube.com/about/brand-resources/)
21:02:24	111/111	---M--	403	error ('Forbidden')	application/xml	date:Sat,%2025%20Jun%202022%2015:32:12%20GMT	https://kstatic.googleusercontent.com/robots.txt		(from https://www.youtube.com/ads/)
21:02:25	0/0	---M--	303	error ('See%20Other')	application/binary	date:Sat,%2025%20Jun%202022%2015:32:25%20GMT	https://www.youtube.com/create_channel?action_create_new_channel_redirect=true	C:/Users/Lenovo/Desktop/project/new%20project/childit/www.youtube.com/create_channel.1f689c6.delayed	(from https://www.youtube.com/intl/ALL_in/ads/youtube-for-small-business/)
21:02:30	474776/474776	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/MZ4hhgpaMnfN4nFf3_0_0sbmi8bD7Na1MHYRtiwbgvti8i-l1zq_DLsfwvh1FWeRoWzqW7AMiggK9tpM00a7MmGqJsNi4qI8k0QaaXvKQTfI28rhQQ=s900	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-38.png	(from https://www.youtube.com/intl/ALL_in/ads/youtube-for-small-business/)
21:03:07	554306/554306	---M--	200	added ('OK')	image/png	etag:%22v1%22	https://lh3.googleusercontent.com/VHTh1_XVv5lpA6N55b555oCyIUhe2MyGUp5LsMyM8LvmfBl0tQ3O0TsF-3fuZ3MxSq17Oz1sNizstqoGy4iGZ13eDk29thQexr-abDDllkeDqYgp_QE=s900	C:/Users/Lenovo/Desktop/project/new%20project/childit/lh3.googleusercontent.com/unnamed-39.png	(from https://www.youtube.com/intl/ALL_in/ads/youtube-for-small-business/)
